ord;regiaopais;estado;municipio;mesorregiao;pib
434;Norte;TO;São Miguel do Tocantins;Ocidental do Tocantins;8551,96
435;Norte;TO;São Salvador do Tocantins;Ocidental do Tocantins;10922,99
436;Norte;TO;São Sebastião do Tocantins;Ocidental do Tocantins;9293,44
437;Norte;TO;São Valério;Oriental do Tocantins;32938,67
438;Norte;TO;Silvanópolis;Oriental do Tocantins;27147,79
439;Norte;TO;Sítio Novo do Tocantins;Ocidental do Tocantins;9607,02
440;Norte;TO;Sucupira;Ocidental do Tocantins;30301,35
441;Norte;TO;Taguatinga;Oriental do Tocantins;13719,94
442;Norte;TO;Taipas do Tocantins;Oriental do Tocantins;10287,79
443;Norte;TO;Talismã;Ocidental do Tocantins;29604,07
444;Norte;TO;Palmas;Oriental do Tocantins;28754
445;Norte;TO;Tocantínia;Oriental do Tocantins;9010,85
446;Norte;TO;Tocantinópolis;Ocidental do Tocantins;12708,47
447;Norte;TO;Tupirama;Ocidental do Tocantins;24990,62
448;Norte;TO;Tupiratins;Ocidental do Tocantins;11060,03
449;Norte;TO;Wanderlândia;Ocidental do Tocantins;13507,58
450;Norte;TO;Xambioá;Ocidental do Tocantins;29024,18
451;Nordeste;MA;Açailândia;Oeste Maranhense;19780,01
452;Nordeste;MA;Afonso Cunha;Leste Maranhense;6934,67
453;Nordeste;MA;Água Doce do Maranhão;Leste Maranhense;5895,85
454;Nordeste;MA;Alcântara;Norte Maranhense;5387,8
455;Nordeste;MA;Aldeias Altas;Leste Maranhense;6614,18
456;Nordeste;MA;Altamira do Maranhão;Oeste Maranhense;6999,63
457;Nordeste;MA;Alto Alegre do Maranhão;Leste Maranhense;8208,16
458;Nordeste;MA;Alto Alegre do Pindaré;Oeste Maranhense;5825,81
459;Nordeste;MA;Alto Parnaíba;Sul Maranhense;26172,09
460;Nordeste;MA;Amapá do Maranhão;Oeste Maranhense;7130,83
461;Nordeste;MA;Amarante do Maranhão;Oeste Maranhense;6666,52
462;Nordeste;MA;Anajatuba;Norte Maranhense;6486,91
463;Nordeste;MA;Anapurus;Leste Maranhense;8681,76
464;Nordeste;MA;Apicum-Açu;Norte Maranhense;5678,46
465;Nordeste;MA;Araguanã;Oeste Maranhense;5084,77
466;Nordeste;MA;Araioses;Leste Maranhense;5858,01
467;Nordeste;MA;Arame;Centro Maranhense;6609,85
468;Nordeste;MA;Arari;Norte Maranhense;7838,57
469;Nordeste;MA;Axixá;Norte Maranhense;5761,63
470;Nordeste;MA;Bacabal;Centro Maranhense;11010,12
471;Nordeste;MA;Bacabeira;Norte Maranhense;19928,28
472;Nordeste;MA;Bacuri;Norte Maranhense;5554,17
473;Nordeste;MA;Bacurituba;Norte Maranhense;6312,85
474;Nordeste;MA;Balsas;Sul Maranhense;32142,28
475;Nordeste;MA;Barão de Grajaú;Leste Maranhense;11313,71
476;Nordeste;MA;Barra do Corda;Centro Maranhense;7481,35
477;Nordeste;MA;Barreirinhas;Norte Maranhense;7357,05
478;Nordeste;MA;Belágua;Leste Maranhense;6424,95
479;Nordeste;MA;Bela Vista do Maranhão;Norte Maranhense;7200,96
480;Nordeste;MA;Benedito Leite;Sul Maranhense;7211,34
481;Nordeste;MA;Bequimão;Norte Maranhense;5719,41
482;Nordeste;MA;Bernardo do Mearim;Centro Maranhense;8255,39
483;Nordeste;MA;Boa Vista do Gurupi;Oeste Maranhense;6611,17
484;Nordeste;MA;Bom Jardim;Oeste Maranhense;7378,44
485;Nordeste;MA;Bom Jesus das Selvas;Oeste Maranhense;7661,51
486;Nordeste;MA;Bom Lugar;Centro Maranhense;5312,23
487;Nordeste;MA;Brejo;Leste Maranhense;7616,85
488;Nordeste;MA;Brejo de Areia;Oeste Maranhense;6001,59
489;Nordeste;MA;Buriti;Leste Maranhense;6640,98
490;Nordeste;MA;Buriti Bravo;Leste Maranhense;6568,07
491;Nordeste;MA;Buriticupu;Oeste Maranhense;6915,65
492;Nordeste;MA;Buritirana;Oeste Maranhense;5912,48
493;Nordeste;MA;Cachoeira Grande;Norte Maranhense;6397,32
494;Nordeste;MA;Cajapió;Norte Maranhense;4846,39
495;Nordeste;MA;Cajari;Norte Maranhense;5191,09
496;Nordeste;MA;Campestre do Maranhão;Sul Maranhense;12238,28
497;Nordeste;MA;Cândido Mendes;Oeste Maranhense;6130,06
498;Nordeste;MA;Cantanhede;Norte Maranhense;5534,63
499;Nordeste;MA;Capinzal do Norte;Leste Maranhense;12253,01
500;Nordeste;MA;Carolina;Sul Maranhense;12985,61
501;Nordeste;MA;Carutapera;Oeste Maranhense;6608,6
502;Nordeste;MA;Caxias;Leste Maranhense;10538,06
503;Nordeste;MA;Cedral;Norte Maranhense;6091,66
504;Nordeste;MA;Central do Maranhão;Norte Maranhense;5087,89
505;Nordeste;MA;Centro do Guilherme;Oeste Maranhense;5257,07
506;Nordeste;MA;Centro Novo do Maranhão;Oeste Maranhense;6545,61
507;Nordeste;MA;Chapadinha;Leste Maranhense;8332,67
508;Nordeste;MA;Cidelândia;Oeste Maranhense;8843,71
509;Nordeste;MA;Codó;Leste Maranhense;7924,31
510;Nordeste;MA;Coelho Neto;Leste Maranhense;6956,75
511;Nordeste;MA;Colinas;Leste Maranhense;7951,45
512;Nordeste;MA;Conceição do Lago-Açu;Norte Maranhense;6269,52
513;Nordeste;MA;Coroatá;Leste Maranhense;6201,63
514;Nordeste;MA;Cururupu;Norte Maranhense;7050,23
515;Nordeste;MA;Davinópolis;Oeste Maranhense;49011,39
516;Nordeste;MA;Dom Pedro;Centro Maranhense;9794,57
517;Nordeste;MA;Duque Bacelar;Leste Maranhense;6142,01
518;Nordeste;MA;Esperantinópolis;Centro Maranhense;7481,43
519;Nordeste;MA;Estreito;Sul Maranhense;18883,37
520;Nordeste;MA;Feira Nova do Maranhão;Sul Maranhense;7795,59
521;Nordeste;MA;Fernando Falcão;Centro Maranhense;5323,22
522;Nordeste;MA;Formosa da Serra Negra;Centro Maranhense;6956,68
523;Nordeste;MA;Fortaleza dos Nogueiras;Sul Maranhense;11460,48
524;Nordeste;MA;Fortuna;Centro Maranhense;6753,65
525;Nordeste;MA;Godofredo Viana;Oeste Maranhense;6421,27
526;Nordeste;MA;Gonçalves Dias;Centro Maranhense;6536,8
527;Nordeste;MA;Governador Archer;Centro Maranhense;6307,01
528;Nordeste;MA;Governador Edison Lobão;Oeste Maranhense;14354,75
529;Nordeste;MA;Governador Eugênio Barros;Centro Maranhense;5750,58
530;Nordeste;MA;Governador Luiz Rocha;Centro Maranhense;6625,29
531;Nordeste;MA;Governador Newton Bello;Oeste Maranhense;6159,99
532;Nordeste;MA;Governador Nunes Freire;Oeste Maranhense;7288,24
533;Nordeste;MA;Graça Aranha;Centro Maranhense;6894,31
534;Nordeste;MA;Grajaú;Centro Maranhense;9705,29
535;Nordeste;MA;Guimarães;Norte Maranhense;6999,1
536;Nordeste;MA;Humberto de Campos;Norte Maranhense;5093,34
537;Nordeste;MA;Icatu;Norte Maranhense;4997,81
538;Nordeste;MA;Igarapé do Meio;Norte Maranhense;11282,99
539;Nordeste;MA;Igarapé Grande;Centro Maranhense;7329,48
540;Nordeste;MA;Imperatriz;Oeste Maranhense;25924,47
541;Nordeste;MA;Itaipava do Grajaú;Centro Maranhense;4920,06
542;Nordeste;MA;Itapecuru Mirim;Norte Maranhense;8797,73
543;Nordeste;MA;Itinga do Maranhão;Oeste Maranhense;11107,21
544;Nordeste;MA;Jatobá;Leste Maranhense;5875,72
545;Nordeste;MA;Jenipapo dos Vieiras;Centro Maranhense;5480,32
546;Nordeste;MA;João Lisboa;Oeste Maranhense;8287,46
547;Nordeste;MA;Joselândia;Centro Maranhense;6154,28
548;Nordeste;MA;Junco do Maranhão;Oeste Maranhense;13114,82
549;Nordeste;MA;Lago da Pedra;Oeste Maranhense;7380
550;Nordeste;MA;Lago do Junco;Centro Maranhense;6178,77
551;Nordeste;MA;Lago Verde;Centro Maranhense;6213,75
552;Nordeste;MA;Lagoa do Mato;Leste Maranhense;6848,23
553;Nordeste;MA;Lago dos Rodrigues;Centro Maranhense;8344,56
554;Nordeste;MA;Lagoa Grande do Maranhão;Oeste Maranhense;6415,79
555;Nordeste;MA;Lajeado Novo;Oeste Maranhense;9430,43
556;Nordeste;MA;Lima Campos;Centro Maranhense;12888,02
557;Nordeste;MA;Loreto;Sul Maranhense;16003,68
558;Nordeste;MA;Luís Domingues;Oeste Maranhense;7020
559;Nordeste;MA;Magalhães de Almeida;Leste Maranhense;5854,1
560;Nordeste;MA;Maracaçumé;Oeste Maranhense;7542,92
561;Nordeste;MA;Marajá do Sena;Oeste Maranhense;6655,56
562;Nordeste;MA;Maranhãozinho;Oeste Maranhense;5759,69
563;Nordeste;MA;Mata Roma;Leste Maranhense;7334,4
564;Nordeste;MA;Matinha;Norte Maranhense;6738,98
565;Nordeste;MA;Matões;Leste Maranhense;5244,87
566;Nordeste;MA;Matões do Norte;Norte Maranhense;4699,67
567;Nordeste;MA;Milagres do Maranhão;Leste Maranhense;6030,15
568;Nordeste;MA;Mirador;Leste Maranhense;8741,93
569;Nordeste;MA;Miranda do Norte;Norte Maranhense;17151,67
570;Nordeste;MA;Mirinzal;Norte Maranhense;6187,49
571;Nordeste;MA;Monção;Norte Maranhense;6018,66
572;Nordeste;MA;Montes Altos;Oeste Maranhense;6975,7
573;Nordeste;MA;Morros;Norte Maranhense;6086,92
574;Nordeste;MA;Nina Rodrigues;Norte Maranhense;4484,9
575;Nordeste;MA;Nova Colinas;Sul Maranhense;10458,89
576;Nordeste;MA;Nova Iorque;Leste Maranhense;8053,01
577;Nordeste;MA;Nova Olinda do Maranhão;Oeste Maranhense;6391,82
578;Nordeste;MA;Olho d'Água das Cunhãs;Centro Maranhense;7154,96
579;Nordeste;MA;Olinda Nova do Maranhão;Norte Maranhense;5794,9
580;Nordeste;MA;Paço do Lumiar;Norte Maranhense;7101,58
581;Nordeste;MA;Palmeirândia;Norte Maranhense;6432,51
582;Nordeste;MA;Paraibano;Leste Maranhense;6568,38
583;Nordeste;MA;Parnarama;Leste Maranhense;5823,94
584;Nordeste;MA;Passagem Franca;Leste Maranhense;6815,21
585;Nordeste;MA;Pastos Bons;Leste Maranhense;9894,21
586;Nordeste;MA;Paulino Neves;Norte Maranhense;6667,1
587;Nordeste;MA;Paulo Ramos;Oeste Maranhense;7075,18
588;Nordeste;MA;Pedreiras;Centro Maranhense;14705,56
589;Nordeste;MA;Pedro do Rosário;Norte Maranhense;5257,37
590;Nordeste;MA;Penalva;Norte Maranhense;4932,47
591;Nordeste;MA;Peri Mirim;Norte Maranhense;5484,03
592;Nordeste;MA;Peritoró;Leste Maranhense;7959,81
593;Nordeste;MA;Pindaré-Mirim;Oeste Maranhense;8720,41
594;Nordeste;MA;Pinheiro;Norte Maranhense;10081,05
595;Nordeste;MA;Pio XII;Centro Maranhense;7091,8
596;Nordeste;MA;Pirapemas;Norte Maranhense;6012,5
597;Nordeste;MA;Poção de Pedras;Centro Maranhense;7990,07
598;Nordeste;MA;Porto Franco;Sul Maranhense;19854,89
599;Nordeste;MA;Porto Rico do Maranhão;Norte Maranhense;7222,85
600;Nordeste;MA;Presidente Dutra;Centro Maranhense;11704,58
601;Nordeste;MA;Presidente Juscelino;Norte Maranhense;7301,38
602;Nordeste;MA;Presidente Médici;Oeste Maranhense;6864,58
603;Nordeste;MA;Presidente Sarney;Norte Maranhense;7252,85
604;Nordeste;MA;Presidente Vargas;Norte Maranhense;5097,1
605;Nordeste;MA;Primeira Cruz;Norte Maranhense;4979,21
606;Nordeste;MA;Raposa;Norte Maranhense;6931,73
607;Nordeste;MA;Riachão;Sul Maranhense;15759,97
608;Nordeste;MA;Ribamar Fiquene;Oeste Maranhense;10099,64
609;Nordeste;MA;Rosário;Norte Maranhense;7370,94
610;Nordeste;MA;Sambaíba;Sul Maranhense;38915,83
611;Nordeste;MA;Santa Filomena do Maranhão;Centro Maranhense;6135,39
612;Nordeste;MA;Santa Helena;Norte Maranhense;6678,52
613;Nordeste;MA;Santa Inês;Oeste Maranhense;13920,89
614;Nordeste;MA;Santa Luzia;Oeste Maranhense;7654,33
615;Nordeste;MA;Santa Luzia do Paruá;Oeste Maranhense;8105,74
616;Nordeste;MA;Santa Quitéria do Maranhão;Leste Maranhense;6451,79
617;Nordeste;MA;Santa Rita;Norte Maranhense;7261,62
618;Nordeste;MA;Santana do Maranhão;Leste Maranhense;4348,04
619;Nordeste;MA;Santo Amaro do Maranhão;Norte Maranhense;5124,39
620;Nordeste;MA;Santo Antônio dos Lopes;Centro Maranhense;113447,66
621;Nordeste;MA;São Benedito do Rio Preto;Leste Maranhense;6070,72
622;Nordeste;MA;São Bento;Norte Maranhense;5603,34
623;Nordeste;MA;São Bernardo;Leste Maranhense;8816,39
624;Nordeste;MA;São Domingos do Azeitão;Sul Maranhense;23804,32
625;Nordeste;MA;São Domingos do Maranhão;Centro Maranhense;8017,04
626;Nordeste;MA;São Félix de Balsas;Sul Maranhense;10781,18
627;Nordeste;MA;São Francisco do Brejão;Oeste Maranhense;8115,26
628;Nordeste;MA;São Francisco do Maranhão;Leste Maranhense;6031,69
629;Nordeste;MA;São João Batista;Norte Maranhense;6093,92
630;Nordeste;MA;São João do Carú;Oeste Maranhense;5544,47
631;Nordeste;MA;São João do Paraíso;Sul Maranhense;10674,65
632;Nordeste;MA;São João do Soter;Leste Maranhense;5176,59
633;Nordeste;MA;São João dos Patos;Leste Maranhense;10343,26
634;Nordeste;MA;São José de Ribamar;Norte Maranhense;11315,2
635;Nordeste;MA;São José dos Basílios;Centro Maranhense;6999,77
636;Nordeste;MA;São Luís;Norte Maranhense;27226,41
637;Nordeste;MA;São Luís Gonzaga do Maranhão;Centro Maranhense;6977,18
638;Nordeste;MA;São Mateus do Maranhão;Centro Maranhense;9057,11
639;Nordeste;MA;São Pedro da Água Branca;Oeste Maranhense;7630,68
640;Nordeste;MA;São Pedro dos Crentes;Sul Maranhense;11274,14
641;Nordeste;MA;São Raimundo das Mangabeiras;Sul Maranhense;20683,03
642;Nordeste;MA;São Raimundo do Doca Bezerra;Centro Maranhense;7194,22
643;Nordeste;MA;São Roberto;Centro Maranhense;6450,78
644;Nordeste;MA;São Vicente Ferrer;Norte Maranhense;6333,44
645;Nordeste;MA;Satubinha;Centro Maranhense;4766,83
646;Nordeste;MA;Senador Alexandre Costa;Centro Maranhense;6738,25
647;Nordeste;MA;Senador La Rocque;Oeste Maranhense;10879,42
648;Nordeste;MA;Serrano do Maranhão;Norte Maranhense;6104,93
649;Nordeste;MA;Sítio Novo;Centro Maranhense;8016,95
650;Nordeste;MA;Sucupira do Norte;Leste Maranhense;7155,23
651;Nordeste;MA;Sucupira do Riachão;Leste Maranhense;7612,63
652;Nordeste;MA;Tasso Fragoso;Sul Maranhense;116445,26
653;Nordeste;MA;Timbiras;Leste Maranhense;5266,5
654;Nordeste;MA;Timon;Leste Maranhense;10754,47
655;Nordeste;MA;Trizidela do Vale;Centro Maranhense;8875,29
656;Nordeste;MA;Tufilândia;Oeste Maranhense;8160,93
657;Nordeste;MA;Tuntum;Centro Maranhense;6708,4
658;Nordeste;MA;Turiaçu;Oeste Maranhense;8180,22
659;Nordeste;MA;Turilândia;Oeste Maranhense;6150,26
660;Nordeste;MA;Tutóia;Norte Maranhense;6750,49
661;Nordeste;MA;Urbano Santos;Leste Maranhense;5519,49
662;Nordeste;MA;Vargem Grande;Norte Maranhense;5461,52
663;Nordeste;MA;Viana;Norte Maranhense;7910,74
664;Nordeste;MA;Vila Nova dos Martírios;Oeste Maranhense;8050,3
665;Nordeste;MA;Vitória do Mearim;Norte Maranhense;7946,03
666;Nordeste;MA;Vitorino Freire;Oeste Maranhense;7299,43
667;Nordeste;MA;Zé Doca;Oeste Maranhense;7584,32
668;Nordeste;PI;Acauã;Sudeste Piauiense;6370,5
669;Nordeste;PI;Agricolândia;Centro-Norte Piauiense;6755,76
670;Nordeste;PI;Água Branca;Centro-Norte Piauiense;10704,23
671;Nordeste;PI;Alagoinha do Piauí;Sudeste Piauiense;6594,39
672;Nordeste;PI;Alegrete do Piauí;Sudeste Piauiense;6976,9
673;Nordeste;PI;Alto Longá;Centro-Norte Piauiense;6334,59
674;Nordeste;PI;Altos;Centro-Norte Piauiense;9354,21
675;Nordeste;PI;Alvorada do Gurguéia;Sudoeste Piauiense;13884,66
676;Nordeste;PI;Amarante;Centro-Norte Piauiense;7765,73
677;Nordeste;PI;Angical do Piauí;Centro-Norte Piauiense;8267,16
678;Nordeste;PI;Anísio de Abreu;Sudoeste Piauiense;6878,17
679;Nordeste;PI;Antônio Almeida;Sudoeste Piauiense;22675,63
680;Nordeste;PI;Aroazes;Centro-Norte Piauiense;7876,1
681;Nordeste;PI;Aroeiras do Itaim;Sudeste Piauiense;7152,73
682;Nordeste;PI;Arraial;Centro-Norte Piauiense;7362,69
683;Nordeste;PI;Assunção do Piauí;Centro-Norte Piauiense;6140,74
684;Nordeste;PI;Avelino Lopes;Sudoeste Piauiense;6759,8
685;Nordeste;PI;Baixa Grande do Ribeiro;Sudoeste Piauiense;65454,41
686;Nordeste;PI;Barra D'Alcântara;Centro-Norte Piauiense;8323,45
687;Nordeste;PI;Barras;Norte Piauiense;7975,43
688;Nordeste;PI;Barreiras do Piauí;Sudoeste Piauiense;7353,81
689;Nordeste;PI;Barro Duro;Centro-Norte Piauiense;8959,53
690;Nordeste;PI;Batalha;Norte Piauiense;6716,93
691;Nordeste;PI;Bela Vista do Piauí;Sudeste Piauiense;8391,92
692;Nordeste;PI;Belém do Piauí;Sudeste Piauiense;7629,38
693;Nordeste;PI;Beneditinos;Centro-Norte Piauiense;6894,41
694;Nordeste;PI;Bertolínia;Sudoeste Piauiense;9849,4
695;Nordeste;PI;Betânia do Piauí;Sudeste Piauiense;7125,17
696;Nordeste;PI;Boa Hora;Norte Piauiense;6860,51
697;Nordeste;PI;Bocaina;Sudeste Piauiense;10930,77
698;Nordeste;PI;Bom Jesus;Sudoeste Piauiense;35355,77
699;Nordeste;PI;Bom Princípio do Piauí;Norte Piauiense;8872,39
700;Nordeste;PI;Bonfim do Piauí;Sudoeste Piauiense;6575,24
701;Nordeste;PI;Boqueirão do Piauí;Centro-Norte Piauiense;6380,5
702;Nordeste;PI;Brasileira;Norte Piauiense;6547,48
703;Nordeste;PI;Brejo do Piauí;Sudoeste Piauiense;8314,84
704;Nordeste;PI;Buriti dos Lopes;Norte Piauiense;8074,75
705;Nordeste;PI;Buriti dos Montes;Centro-Norte Piauiense;6329,24
706;Nordeste;PI;Cabeceiras do Piauí;Norte Piauiense;5677,72
707;Nordeste;PI;Cajazeiras do Piauí;Sudeste Piauiense;7267,45
708;Nordeste;PI;Cajueiro da Praia;Norte Piauiense;10858,69
709;Nordeste;PI;Caldeirão Grande do Piauí;Sudeste Piauiense;8006,06
710;Nordeste;PI;Campinas do Piauí;Sudeste Piauiense;7643,59
711;Nordeste;PI;Campo Alegre do Fidalgo;Sudeste Piauiense;6844,31
712;Nordeste;PI;Campo Grande do Piauí;Sudeste Piauiense;8521,91
713;Nordeste;PI;Campo Largo do Piauí;Norte Piauiense;5830,55
714;Nordeste;PI;Campo Maior;Centro-Norte Piauiense;11812,56
715;Nordeste;PI;Canavieira;Sudoeste Piauiense;8056,31
716;Nordeste;PI;Canto do Buriti;Sudoeste Piauiense;9961,37
717;Nordeste;PI;Capitão de Campos;Centro-Norte Piauiense;7353,96
718;Nordeste;PI;Capitão Gervásio Oliveira;Sudeste Piauiense;7476,48
719;Nordeste;PI;Caracol;Sudoeste Piauiense;6448,28
720;Nordeste;PI;Caraúbas do Piauí;Norte Piauiense;7788,66
721;Nordeste;PI;Caridade do Piauí;Sudeste Piauiense;6595,36
722;Nordeste;PI;Castelo do Piauí;Centro-Norte Piauiense;8210,82
723;Nordeste;PI;Caxingó;Norte Piauiense;8197,23
724;Nordeste;PI;Cocal;Norte Piauiense;7733,23
725;Nordeste;PI;Cocal de Telha;Centro-Norte Piauiense;7795,01
726;Nordeste;PI;Cocal dos Alves;Norte Piauiense;7342,47
727;Nordeste;PI;Coivaras;Centro-Norte Piauiense;7528,39
728;Nordeste;PI;Colônia do Gurguéia;Sudoeste Piauiense;8208,72
729;Nordeste;PI;Colônia do Piauí;Sudeste Piauiense;6838,46
730;Nordeste;PI;Conceição do Canindé;Sudeste Piauiense;9001,23
731;Nordeste;PI;Coronel José Dias;Sudoeste Piauiense;6990,47
732;Nordeste;PI;Corrente;Sudoeste Piauiense;14540,63
733;Nordeste;PI;Cristalândia do Piauí;Sudoeste Piauiense;6590,56
734;Nordeste;PI;Cristino Castro;Sudoeste Piauiense;9659,51
735;Nordeste;PI;Curimatá;Sudoeste Piauiense;7938,47
736;Nordeste;PI;Currais;Sudoeste Piauiense;32119,24
737;Nordeste;PI;Curralinhos;Centro-Norte Piauiense;5986,56
738;Nordeste;PI;Curral Novo do Piauí;Sudeste Piauiense;57549,37
739;Nordeste;PI;Demerval Lobão;Centro-Norte Piauiense;9802,05
740;Nordeste;PI;Dirceu Arcoverde;Sudoeste Piauiense;6413,86
741;Nordeste;PI;Dom Expedito Lopes;Sudeste Piauiense;9856,15
742;Nordeste;PI;Domingos Mourão;Centro-Norte Piauiense;7443,37
743;Nordeste;PI;Dom Inocêncio;Sudoeste Piauiense;6031,27
744;Nordeste;PI;Elesbão Veloso;Centro-Norte Piauiense;8603,12
745;Nordeste;PI;Eliseu Martins;Sudoeste Piauiense;8449,29
746;Nordeste;PI;Esperantina;Norte Piauiense;8659,36
747;Nordeste;PI;Fartura do Piauí;Sudoeste Piauiense;5340,05
748;Nordeste;PI;Flores do Piauí;Sudoeste Piauiense;8201,11
749;Nordeste;PI;Floresta do Piauí;Sudeste Piauiense;7942,88
750;Nordeste;PI;Floriano;Sudoeste Piauiense;17285,07
751;Nordeste;PI;Francinópolis;Centro-Norte Piauiense;6868,65
752;Nordeste;PI;Francisco Ayres;Centro-Norte Piauiense;8494,75
753;Nordeste;PI;Francisco Macedo;Sudeste Piauiense;7447,46
754;Nordeste;PI;Francisco Santos;Sudeste Piauiense;6805,65
755;Nordeste;PI;Fronteiras;Sudeste Piauiense;12782,88
756;Nordeste;PI;Geminiano;Sudeste Piauiense;7979,84
757;Nordeste;PI;Gilbués;Sudoeste Piauiense;17665,72
758;Nordeste;PI;Guadalupe;Sudoeste Piauiense;51697,69
759;Nordeste;PI;Guaribas;Sudoeste Piauiense;6833,16
760;Nordeste;PI;Hugo Napoleão;Centro-Norte Piauiense;7009,48
761;Nordeste;PI;Ilha Grande;Norte Piauiense;7363,74
762;Nordeste;PI;Inhuma;Centro-Norte Piauiense;8119,96
763;Nordeste;PI;Ipiranga do Piauí;Sudeste Piauiense;7089,66
764;Nordeste;PI;Isaías Coelho;Sudeste Piauiense;6378,94
765;Nordeste;PI;Itainópolis;Sudeste Piauiense;7035,48
766;Nordeste;PI;Itaueira;Sudoeste Piauiense;10054,21
767;Nordeste;PI;Jacobina do Piauí;Sudeste Piauiense;7618,34
768;Nordeste;PI;Jaicós;Sudeste Piauiense;8524,39
769;Nordeste;PI;Jardim do Mulato;Centro-Norte Piauiense;6648,42
770;Nordeste;PI;Jatobá do Piauí;Centro-Norte Piauiense;8365,67
771;Nordeste;PI;Jerumenha;Sudoeste Piauiense;9894,35
772;Nordeste;PI;João Costa;Sudeste Piauiense;8764,72
773;Nordeste;PI;Joaquim Pires;Norte Piauiense;6412,45
774;Nordeste;PI;Joca Marques;Norte Piauiense;6448,87
775;Nordeste;PI;José de Freitas;Centro-Norte Piauiense;8292,47
776;Nordeste;PI;Juazeiro do Piauí;Centro-Norte Piauiense;7738
777;Nordeste;PI;Júlio Borges;Sudoeste Piauiense;7309,32
778;Nordeste;PI;Jurema;Sudoeste Piauiense;7532,04
779;Nordeste;PI;Lagoinha do Piauí;Centro-Norte Piauiense;7228,69
780;Nordeste;PI;Lagoa Alegre;Centro-Norte Piauiense;6995,78
781;Nordeste;PI;Lagoa do Barro do Piauí;Sudeste Piauiense;8142,49
782;Nordeste;PI;Lagoa de São Francisco;Centro-Norte Piauiense;5999,13
783;Nordeste;PI;Lagoa do Piauí;Centro-Norte Piauiense;10947,55
784;Nordeste;PI;Lagoa do Sítio;Centro-Norte Piauiense;8990,88
785;Nordeste;PI;Landri Sales;Sudoeste Piauiense;11844,77
786;Nordeste;PI;Luís Correia;Norte Piauiense;9630,06
787;Nordeste;PI;Luzilândia;Norte Piauiense;7644,15
788;Nordeste;PI;Madeiro;Norte Piauiense;5954,09
789;Nordeste;PI;Manoel Emídio;Sudoeste Piauiense;8053,51
790;Nordeste;PI;Marcolândia;Sudeste Piauiense;7432,5
791;Nordeste;PI;Marcos Parente;Sudoeste Piauiense;8872,92
792;Nordeste;PI;Massapê do Piauí;Sudeste Piauiense;6145,42
793;Nordeste;PI;Matias Olímpio;Norte Piauiense;6700,6
794;Nordeste;PI;Miguel Alves;Norte Piauiense;6868,16
795;Nordeste;PI;Miguel Leão;Centro-Norte Piauiense;11990,69
796;Nordeste;PI;Milton Brandão;Centro-Norte Piauiense;6633,41
797;Nordeste;PI;Monsenhor Gil;Centro-Norte Piauiense;8745,55
798;Nordeste;PI;Monsenhor Hipólito;Sudeste Piauiense;7136,71
